"","counter","AS","Type","GranularityValue","SeverityScore","PageRank","NumBadDep","TotalDep","NumberOfVerteces","NumOfCycle","NumSetOfElement","TotNumOfSetOfElement","ADI","project","version","arcan.version","commit.hash"
"339",18,472265,"cd",2,3,23.1066013100029,0,0,2,1,2,29,14,"outmadkit",21,"28","e68c865d8ad3d5057174ee6e0edd4525a6ffe5ff.csv"
"340",19,472279,"cd",2,16,35.011411215381,0,0,2,3,2,29,14,"outmadkit",21,"28","e68c865d8ad3d5057174ee6e0edd4525a6ffe5ff.csv"
"341",20,472272,"cd",2,2,19.3635650933852,0,0,2,1,2,29,14,"outmadkit",21,"28","e68c865d8ad3d5057174ee6e0edd4525a6ffe5ff.csv"
"342",21,472286,"cd",2,1,19.3151522051838,0,0,2,1,2,29,14,"outmadkit",21,"28","e68c865d8ad3d5057174ee6e0edd4525a6ffe5ff.csv"
"343",1,494554,"ud",2,3,20.5130435713693,1,0,0,0,2,29,14,"outmadkit",22,"29","8ea2f0aa06bbaa75bbeb0bcc886d7274c7039ca3.csv"
"344",2,494563,"ud",2,1,20.8941083841884,2,0,0,0,3,29,14,"outmadkit",22,"29","8ea2f0aa06bbaa75bbeb0bcc886d7274c7039ca3.csv"
"345",3,494575,"ud",2,2,19.4399294034401,1,0,0,0,2,29,14,"outmadkit",22,"29","8ea2f0aa06bbaa75bbeb0bcc886d7274c7039ca3.csv"
"346",4,494584,"ud",2,4,17.5423852383704,1,0,0,0,2,29,14,"outmadkit",22,"29","8ea2f0aa06bbaa75bbeb0bcc886d7274c7039ca3.csv"
"347",5,494521,"hl",2,1,76.1409214632823,0,25,0,0,21,29,14,"outmadkit",22,"29","8ea2f0aa06bbaa75bbeb0bcc886d7274c7039ca3.csv"
"348",6,494283,"cd",1,8,1.66959371117154,0,0,2,1,2,29,14,"outmadkit",22,"29","8ea2f0aa06bbaa75bbeb0bcc886d7274c7039ca3.csv"
"349",7,494290,"cd",1,13,2.64685212965601,0,0,4,1,4,29,14,"outmadkit",22,"29","8ea2f0aa06bbaa75bbeb0bcc886d7274c7039ca3.csv"
"350",8,494299,"cd",1,7,1.51997634287604,0,0,2,1,2,29,14,"outmadkit",22,"29","8ea2f0aa06bbaa75bbeb0bcc886d7274c7039ca3.csv"
"351",9,494306,"cd",1,10,2.47648273981763,0,0,3,1,3,29,14,"outmadkit",22,"29","8ea2f0aa06bbaa75bbeb0bcc886d7274c7039ca3.csv"
"352",10,494314,"cd",1,6,1.89232487742924,0,0,2,1,2,29,14,"outmadkit",22,"29","8ea2f0aa06bbaa75bbeb0bcc886d7274c7039ca3.csv"
"353",11,494321,"cd",1,9,1.75472957496746,0,0,3,1,3,29,14,"outmadkit",22,"29","8ea2f0aa06bbaa75bbeb0bcc886d7274c7039ca3.csv"
"354",12,494329,"cd",1,5,1.21201165057589,0,0,2,1,2,29,14,"outmadkit",22,"29","8ea2f0aa06bbaa75bbeb0bcc886d7274c7039ca3.csv"
"355",13,494336,"cd",1,12,2.33888743735585,0,0,4,1,4,29,14,"outmadkit",22,"29","8ea2f0aa06bbaa75bbeb0bcc886d7274c7039ca3.csv"
"356",14,494345,"cd",1,4,1.09420803379574,0,0,2,1,2,29,14,"outmadkit",22,"29","8ea2f0aa06bbaa75bbeb0bcc886d7274c7039ca3.csv"
"357",15,494359,"cd",2,3,33.3839357408255,0,0,2,1,2,29,14,"outmadkit",22,"29","8ea2f0aa06bbaa75bbeb0bcc886d7274c7039ca3.csv"
"358",16,494352,"cd",1,14,1.10378063454734,0,0,2,2,2,29,14,"outmadkit",22,"29","8ea2f0aa06bbaa75bbeb0bcc886d7274c7039ca3.csv"
"359",17,494366,"cd",2,15,25.1845366402835,0,0,2,7,2,29,14,"outmadkit",22,"29","8ea2f0aa06bbaa75bbeb0bcc886d7274c7039ca3.csv"
"360",18,494373,"cd",2,11,38.8116488467661,0,0,4,1,4,29,14,"outmadkit",22,"29","8ea2f0aa06bbaa75bbeb0bcc886d7274c7039ca3.csv"
"361",19,494382,"cd",2,2,19.3634358053746,0,0,2,1,2,29,14,"outmadkit",22,"29","8ea2f0aa06bbaa75bbeb0bcc886d7274c7039ca3.csv"
"362",20,494389,"cd",2,1,23.0383083044252,0,0,2,1,2,29,14,"outmadkit",22,"29","8ea2f0aa06bbaa75bbeb0bcc886d7274c7039ca3.csv"
"363",1,24326,"ud",2,1,18.8290165003137,2,0,0,0,3,51,12,"outmadkit",23,"3","55f9552c0a784b6bfe4a4d12a55d9f40d95f9364.csv"
"364",2,24338,"ud",2,3,17.3243082559317,1,0,0,0,2,51,12,"outmadkit",23,"3","55f9552c0a784b6bfe4a4d12a55d9f40d95f9364.csv"
"365",3,24347,"ud",2,2,5.06677298700395,1,0,0,0,2,51,12,"outmadkit",23,"3","55f9552c0a784b6bfe4a4d12a55d9f40d95f9364.csv"
"366",4,24260,"hl",1,2,8.23749761410507,0,27,0,0,27,51,12,"outmadkit",23,"3","55f9552c0a784b6bfe4a4d12a55d9f40d95f9364.csv"
"367",5,24295,"hl",2,1,56.9347830605046,0,23,0,0,21,51,12,"outmadkit",23,"3","55f9552c0a784b6bfe4a4d12a55d9f40d95f9364.csv"
"368",6,24067,"cd",1,11,1.38267682242531,0,0,3,2,3,51,12,"outmadkit",23,"3","55f9552c0a784b6bfe4a4d12a55d9f40d95f9364.csv"
"369",7,24075,"cd",1,6,2.78294527278545,0,0,5,1,5,51,12,"outmadkit",23,"3","55f9552c0a784b6bfe4a4d12a55d9f40d95f9364.csv"
"370",8,24085,"cd",1,10,2.32511910197756,0,0,3,2,3,51,12,"outmadkit",23,"3","55f9552c0a784b6bfe4a4d12a55d9f40d95f9364.csv"
"371",9,24093,"cd",1,3,1.31746157430165,0,0,2,1,2,51,12,"outmadkit",23,"3","55f9552c0a784b6bfe4a4d12a55d9f40d95f9364.csv"
"372",10,24100,"cd",1,13,2.17042965510437,0,0,2,5,2,51,12,"outmadkit",23,"3","55f9552c0a784b6bfe4a4d12a55d9f40d95f9364.csv"
"373",11,24107,"cd",1,9,1.44951276238386,0,0,2,2,2,51,12,"outmadkit",23,"3","55f9552c0a784b6bfe4a4d12a55d9f40d95f9364.csv"
"374",12,24114,"cd",1,12,1.271360157904,0,0,2,3,2,51,12,"outmadkit",23,"3","55f9552c0a784b6bfe4a4d12a55d9f40d95f9364.csv"
"375",13,24121,"cd",1,4,2.37200694553708,0,0,3,1,3,51,12,"outmadkit",23,"3","55f9552c0a784b6bfe4a4d12a55d9f40d95f9364.csv"
"376",14,24129,"cd",2,2,17.5424336463967,0,0,2,1,2,51,12,"outmadkit",23,"3","55f9552c0a784b6bfe4a4d12a55d9f40d95f9364.csv"
"377",15,24136,"cd",2,5,26.4237080243631,0,0,4,1,4,51,12,"outmadkit",23,"3","55f9552c0a784b6bfe4a4d12a55d9f40d95f9364.csv"
"378",16,24145,"cd",2,8,28.7644215332103,0,0,2,2,2,51,12,"outmadkit",23,"3","55f9552c0a784b6bfe4a4d12a55d9f40d95f9364.csv"
"379",17,24152,"cd",2,1,6.31128691559088,0,0,2,1,2,51,12,"outmadkit",23,"3","55f9552c0a784b6bfe4a4d12a55d9f40d95f9364.csv"
"380",18,24060,"cd",1,7,1.69501185636165,0,0,2,2,2,51,12,"outmadkit",23,"3","55f9552c0a784b6bfe4a4d12a55d9f40d95f9364.csv"
"381",1,516058,"ud",2,3,20.4408116415178,1,0,0,0,2,29,14,"outmadkit",24,"30","2dbdac2bcffab15a2d55713a2e8bc1902115871e.csv"
"382",2,516067,"ud",2,1,20.8274685790231,2,0,0,0,3,29,14,"outmadkit",24,"30","2dbdac2bcffab15a2d55713a2e8bc1902115871e.csv"
"383",3,516079,"ud",2,2,19.3685366642003,1,0,0,0,2,29,14,"outmadkit",24,"30","2dbdac2bcffab15a2d55713a2e8bc1902115871e.csv"
"384",4,516088,"ud",2,4,17.4828610972409,1,0,0,0,2,29,14,"outmadkit",24,"30","2dbdac2bcffab15a2d55713a2e8bc1902115871e.csv"
"385",5,516025,"hl",2,1,76.0655515695845,0,25,0,0,21,29,14,"outmadkit",24,"30","2dbdac2bcffab15a2d55713a2e8bc1902115871e.csv"
"386",6,515774,"cd",1,15,1.67923049252831,0,0,2,2,2,29,14,"outmadkit",24,"30","2dbdac2bcffab15a2d55713a2e8bc1902115871e.csv"
"387",7,515781,"cd",1,7,1.99958114300264,0,0,2,1,2,29,14,"outmadkit",24,"30","2dbdac2bcffab15a2d55713a2e8bc1902115871e.csv"
"388",8,515788,"cd",1,9,2.58442858226656,0,0,3,1,3,29,14,"outmadkit",24,"30","2dbdac2bcffab15a2d55713a2e8bc1902115871e.csv"
"389",9,515796,"cd",1,12,2.7714945349995,0,0,4,1,4,29,14,"outmadkit",24,"30","2dbdac2bcffab15a2d55713a2e8bc1902115871e.csv"
"390",10,515805,"cd",1,6,1.63945556910338,0,0,2,1,2,29,14,"outmadkit",24,"30","2dbdac2bcffab15a2d55713a2e8bc1902115871e.csv"
"391",11,515812,"cd",1,11,2.48473889614556,0,0,4,1,4,29,14,"outmadkit",24,"30","2dbdac2bcffab15a2d55713a2e8bc1902115871e.csv"
"392",12,515821,"cd",1,8,1.75854408796034,0,0,3,1,3,29,14,"outmadkit",24,"30","2dbdac2bcffab15a2d55713a2e8bc1902115871e.csv"
"393",13,515829,"cd",1,5,1.30191370750126,0,0,2,1,2,29,14,"outmadkit",24,"30","2dbdac2bcffab15a2d55713a2e8bc1902115871e.csv"
"394",14,515836,"cd",1,13,3.61677786204168,0,0,6,1,6,29,14,"outmadkit",24,"30","2dbdac2bcffab15a2d55713a2e8bc1902115871e.csv"
"395",15,515847,"cd",1,14,1.10450451218392,0,0,2,2,2,29,14,"outmadkit",24,"30","2dbdac2bcffab15a2d55713a2e8bc1902115871e.csv"
"396",16,515854,"cd",1,4,1.09491783865579,0,0,2,1,2,29,14,"outmadkit",24,"30","2dbdac2bcffab15a2d55713a2e8bc1902115871e.csv"
"397",17,515861,"cd",2,16,25.1104504917139,0,0,2,7,2,29,14,"outmadkit",24,"30","2dbdac2bcffab15a2d55713a2e8bc1902115871e.csv"
"398",18,515868,"cd",2,10,38.7027706543647,0,0,4,1,4,29,14,"outmadkit",24,"30","2dbdac2bcffab15a2d55713a2e8bc1902115871e.csv"
"399",19,515877,"cd",2,3,19.2848882576541,0,0,2,1,2,29,14,"outmadkit",24,"30","2dbdac2bcffab15a2d55713a2e8bc1902115871e.csv"
"400",20,515884,"cd",2,2,33.2540338885625,0,0,2,1,2,29,14,"outmadkit",24,"30","2dbdac2bcffab15a2d55713a2e8bc1902115871e.csv"
"401",21,515891,"cd",2,1,22.965900537079,0,0,2,1,2,29,14,"outmadkit",24,"30","2dbdac2bcffab15a2d55713a2e8bc1902115871e.csv"
"402",1,538478,"ud",2,4,20.2970867829655,1,0,0,0,2,29,14,"outmadkit",25,"31","224df275f62f85018c4acaf238c7fc9ab242451a.csv"
"403",2,538469,"ud",2,1,20.7491095535024,2,0,0,0,3,29,14,"outmadkit",25,"31","224df275f62f85018c4acaf238c7fc9ab242451a.csv"
"404",3,538490,"ud",2,2,19.2627016290111,1,0,0,0,2,29,14,"outmadkit",25,"31","224df275f62f85018c4acaf238c7fc9ab242451a.csv"
"405",4,538499,"ud",2,3,17.3937412457141,1,0,0,0,2,29,14,"outmadkit",25,"31","224df275f62f85018c4acaf238c7fc9ab242451a.csv"
"406",5,538436,"hl",2,1,75.6635577988904,0,25,0,0,21,29,14,"outmadkit",25,"31","224df275f62f85018c4acaf238c7fc9ab242451a.csv"
"407",6,538204,"cd",1,8,1.89235351363917,0,0,2,1,2,29,14,"outmadkit",25,"31","224df275f62f85018c4acaf238c7fc9ab242451a.csv"
"408",7,538219,"cd",1,7,1.52000252209905,0,0,2,1,2,29,14,"outmadkit",25,"31","224df275f62f85018c4acaf238c7fc9ab242451a.csv"
"409",8,538211,"cd",1,11,2.47651387716303,0,0,3,1,3,29,14,"outmadkit",25,"31","224df275f62f85018c4acaf238c7fc9ab242451a.csv"
"410",9,538235,"cd",1,6,1.66961257241911,0,0,2,1,2,29,14,"outmadkit",25,"31","224df275f62f85018c4acaf238c7fc9ab242451a.csv"
"411",10,538226,"cd",1,14,2.64688899007053,0,0,4,1,4,29,14,"outmadkit",25,"31","224df275f62f85018c4acaf238c7fc9ab242451a.csv"
"412",11,538251,"cd",1,5,1.21203663331483,0,0,2,1,2,29,14,"outmadkit",25,"31","224df275f62f85018c4acaf238c7fc9ab242451a.csv"
"413",12,538242,"cd",1,13,2.33892310128632,0,0,4,1,4,29,14,"outmadkit",25,"31","224df275f62f85018c4acaf238c7fc9ab242451a.csv"
"414",13,538266,"cd",1,15,1.10379906762464,0,0,2,2,2,29,14,"outmadkit",25,"31","224df275f62f85018c4acaf238c7fc9ab242451a.csv"
"415",14,538258,"cd",1,10,1.75476273776246,0,0,3,1,3,29,14,"outmadkit",25,"31","224df275f62f85018c4acaf238c7fc9ab242451a.csv"
"416",15,538280,"cd",2,4,19.236048829545,0,0,2,1,2,29,14,"outmadkit",25,"31","224df275f62f85018c4acaf238c7fc9ab242451a.csv"
"417",16,538287,"cd",2,9,26.6632880529539,0,0,3,1,3,29,14,"outmadkit",25,"31","224df275f62f85018c4acaf238c7fc9ab242451a.csv"
"418",17,538273,"cd",1,3,1.09422612788097,0,0,2,1,2,29,14,"outmadkit",25,"31","224df275f62f85018c4acaf238c7fc9ab242451a.csv"
"419",18,538295,"cd",2,12,38.5097015886618,0,0,4,1,4,29,14,"outmadkit",25,"31","224df275f62f85018c4acaf238c7fc9ab242451a.csv"
"420",19,538304,"cd",2,2,33.0930145308806,0,0,2,1,2,29,14,"outmadkit",25,"31","224df275f62f85018c4acaf238c7fc9ab242451a.csv"
"421",20,538311,"cd",2,1,22.8261299728559,0,0,2,1,2,29,14,"outmadkit",25,"31","224df275f62f85018c4acaf238c7fc9ab242451a.csv"
"422",1,560223,"ud",2,4,20.448333709578,1,0,0,0,2,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"423",2,560214,"ud",2,2,21.3636089327583,2,0,0,0,3,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"424",3,560235,"ud",2,1,19.8499558158053,1,0,0,0,2,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"425",4,560244,"ud",2,3,17.5630868511317,1,0,0,0,2,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"426",5,560181,"hl",2,1,78.4977284189718,0,25,0,0,21,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"427",6,559935,"cd",1,11,1.867490576968,0,0,3,1,3,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"428",7,559950,"cd",1,14,3.01714768195501,0,0,5,1,5,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"429",8,559943,"cd",1,7,1.37815545780682,0,0,2,1,2,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"430",9,559960,"cd",1,6,1.39095795218313,0,0,2,1,2,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"431",10,559967,"cd",1,15,3.2017506711212,0,0,6,1,6,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"432",11,559978,"cd",1,5,1.64150018592787,0,0,2,1,2,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"433",12,559994,"cd",1,10,1.75660282268784,0,0,3,1,3,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"434",13,559985,"cd",1,13,2.24593794184901,0,0,4,1,4,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"435",14,560009,"cd",1,16,1.04447407967064,0,0,2,2,2,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"436",15,560002,"cd",1,4,1.03488618940948,0,0,2,1,2,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"437",16,560030,"cd",2,9,24.0668730168991,0,0,3,1,3,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"438",17,560016,"cd",2,3,19.3181131248588,0,0,2,1,2,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"439",18,560023,"cd",2,2,19.4265998847258,0,0,2,1,2,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"440",19,560047,"cd",2,17,36.2563942869827,0,0,2,8,2,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"441",20,560038,"cd",2,12,42.3904210245622,0,0,4,1,4,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"442",21,560061,"cd",2,8,28.5321241863792,0,0,3,1,3,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"443",22,560054,"cd",2,1,23.8918510542059,0,0,2,1,2,29,14,"outmadkit",26,"32","90dd816e18c693dacc8d77aff03249a6638e02e0.csv"
"444",1,584031,"ud",2,2,21.2752043333654,2,0,0,0,3,29,13,"outmadkit",27,"33","eb9f9847ae6170227799c86b35fe8cfaef4459fc.csv"
"445",2,584040,"ud",2,4,20.4191487737022,1,0,0,0,2,29,13,"outmadkit",27,"33","eb9f9847ae6170227799c86b35fe8cfaef4459fc.csv"
"446",3,584061,"ud",2,3,17.5037000963951,1,0,0,0,2,29,13,"outmadkit",27,"33","eb9f9847ae6170227799c86b35fe8cfaef4459fc.csv"
"447",4,584052,"ud",2,1,19.7451013216745,1,0,0,0,2,29,13,"outmadkit",27,"33","eb9f9847ae6170227799c86b35fe8cfaef4459fc.csv"
"448",5,583998,"hl",2,1,78.1944428954113,0,25,0,0,21,29,13,"outmadkit",27,"33","eb9f9847ae6170227799c86b35fe8cfaef4459fc.csv"
"449",6,583758,"cd",1,10,2.3230858615844,0,0,3,1,3,29,13,"outmadkit",27,"33","eb9f9847ae6170227799c86b35fe8cfaef4459fc.csv"
"450",7,583744,"cd",1,15,2.19726047949288,0,0,2,7,2,29,13,"outmadkit",27,"33","eb9f9847ae6170227799c86b35fe8cfaef4459fc.csv"
"451",8,583751,"cd",1,7,1.70861614761803,0,0,2,1,2,29,13,"outmadkit",27,"33","eb9f9847ae6170227799c86b35fe8cfaef4459fc.csv"
"452",9,583773,"cd",1,9,2.44850302119253,0,0,3,1,3,29,13,"outmadkit",27,"33","eb9f9847ae6170227799c86b35fe8cfaef4459fc.csv"
"453",10,583766,"cd",1,6,1.83403330722616,0,0,2,1,2,29,13,"outmadkit",27,"33","eb9f9847ae6170227799c86b35fe8cfaef4459fc.csv"
"454",11,583789,"cd",1,12,2.63405770131316,0,0,4,1,4,29,13,"outmadkit",27,"33","eb9f9847ae6170227799c86b35fe8cfaef4459fc.csv"
"455",12,583781,"cd",1,8,1.8426623185499,0,0,3,1,3,29,13,"outmadkit",27,"33","eb9f9847ae6170227799c86b35fe8cfaef4459fc.csv"
"456",13,583798,"cd",1,13,3.24852741527953,0,0,5,1,5,29,13,"outmadkit",27,"33","eb9f9847ae6170227799c86b35fe8cfaef4459fc.csv"
"457",14,583822,"cd",1,5,1.12472356184678,0,0,2,1,2,29,13,"outmadkit",27,"33","eb9f9847ae6170227799c86b35fe8cfaef4459fc.csv"
"458",15,583808,"cd",1,4,1.32134335631845,0,0,2,1,2,29,13,"outmadkit",27,"33","eb9f9847ae6170227799c86b35fe8cfaef4459fc.csv"
"459",16,583815,"cd",1,14,1.13431657308364,0,0,2,2,2,29,13,"outmadkit",27,"33","eb9f9847ae6170227799c86b35fe8cfaef4459fc.csv"
"460",17,583838,"cd",2,3,33.2695755514853,0,0,2,1,2,29,13,"outmadkit",27,"33","eb9f9847ae6170227799c86b35fe8cfaef4459fc.csv"
"461",18,583829,"cd",2,11,39.4213871703329,0,0,4,1,4,29,13,"outmadkit",27,"33","eb9f9847ae6170227799c86b35fe8cfaef4459fc.csv"
"462",19,583852,"cd",2,2,19.2732164917766,0,0,2,1,2,29,13,"outmadkit",27,"33","eb9f9847ae6170227799c86b35fe8cfaef4459fc.csv"
"463",20,583845,"cd",2,16,25.0724220923143,0,0,2,8,2,29,13,"outmadkit",27,"33","eb9f9847ae6170227799c86b35fe8cfaef4459fc.csv"
"464",21,583859,"cd",2,1,23.7243271882588,0,0,2,1,2,29,13,"outmadkit",27,"33","eb9f9847ae6170227799c86b35fe8cfaef4459fc.csv"
"465",1,607677,"ud",2,4,18.0041522448599,1,0,0,0,2,29,14,"outmadkit",28,"34","7236deaf0ecc1d358fbfc3b12d6daab0b5706efe.csv"
"466",2,607695,"ud",2,3,20.8026786719192,1,0,0,0,2,29,14,"outmadkit",28,"34","7236deaf0ecc1d358fbfc3b12d6daab0b5706efe.csv"
"467",3,607686,"ud",2,2,21.2879994524183,2,0,0,0,3,29,14,"outmadkit",28,"34","7236deaf0ecc1d358fbfc3b12d6daab0b5706efe.csv"
"468",4,607707,"ud",2,1,20.1288021273833,1,0,0,0,2,29,14,"outmadkit",28,"34","7236deaf0ecc1d358fbfc3b12d6daab0b5706efe.csv"
"469",5,607644,"hl",2,1,78.9327113408377,0,25,0,0,21,29,14,"outmadkit",28,"34","7236deaf0ecc1d358fbfc3b12d6daab0b5706efe.csv"
"470",6,607420,"cd",1,13,1.59367734394395,0,0,2,2,2,29,14,"outmadkit",28,"34","7236deaf0ecc1d358fbfc3b12d6daab0b5706efe.csv"
"471",7,607413,"cd",1,6,1.82093046005574,0,0,2,1,2,29,14,"outmadkit",28,"34","7236deaf0ecc1d358fbfc3b12d6daab0b5706efe.csv"
"472",8,607436,"cd",1,8,2.39222573488193,0,0,3,1,3,29,14,"outmadkit",28,"34","7236deaf0ecc1d358fbfc3b12d6daab0b5706efe.csv"
"473",9,607427,"cd",1,10,2.70739669694243,0,0,4,1,4,29,14,"outmadkit",28,"34","7236deaf0ecc1d358fbfc3b12d6daab0b5706efe.csv"
"474",10,607451,"cd",1,7,1.75428416717948,0,0,3,1,3,29,14,"outmadkit",28,"34","7236deaf0ecc1d358fbfc3b12d6daab0b5706efe.csv"
"475",11,607444,"cd",1,5,1.65614343117078,0,0,2,1,2,29,14,"outmadkit",28,"34","7236deaf0ecc1d358fbfc3b12d6daab0b5706efe.csv"
"476",12,607466,"cd",1,9,2.32557944200567,0,0,4,1,4,29,14,"outmadkit",28,"34","7236deaf0ecc1d358fbfc3b12d6daab0b5706efe.csv"
"477",13,607459,"cd",1,4,1.21186008900719,0,0,2,1,2,29,14,"outmadkit",28,"34","7236deaf0ecc1d358fbfc3b12d6daab0b5706efe.csv"
"478",14,607482,"cd",1,3,1.08125901777957,0,0,2,1,2,29,14,"outmadkit",28,"34","7236deaf0ecc1d358fbfc3b12d6daab0b5706efe.csv"
"479",15,607475,"cd",1,12,1.08996972264488,0,0,2,2,2,29,14,"outmadkit",28,"34","7236deaf0ecc1d358fbfc3b12d6daab0b5706efe.csv"
"480",16,607497,"cd",2,11,24.2266517721368,0,0,2,2,2,29,14,"outmadkit",28,"34","7236deaf0ecc1d358fbfc3b12d6daab0b5706efe.csv"
"481",17,607489,"cd",2,15,29.6722545059622,0,0,3,2,3,29,14,"outmadkit",28,"34","7236deaf0ecc1d358fbfc3b12d6daab0b5706efe.csv"
"482",18,607519,"cd",2,2,19.5782223331491,0,0,2,1,2,29,14,"outmadkit",28,"34","7236deaf0ecc1d358fbfc3b12d6daab0b5706efe.csv"
"483",19,607504,"cd",2,1,19.97735200709,0,0,2,1,2,29,14,"outmadkit",28,"34","7236deaf0ecc1d358fbfc3b12d6daab0b5706efe.csv"
"484",20,607511,"cd",2,14,37.8210774467951,0,0,3,2,3,29,14,"outmadkit",28,"34","7236deaf0ecc1d358fbfc3b12d6daab0b5706efe.csv"
"485",1,629677,"ud",2,4,20.7423492917489,1,0,0,0,2,29,14,"outmadkit",29,"35","f6df1e9b87bae897e9a8f25ace4f0491a7e4099a.csv"
"486",2,629686,"ud",2,2,21.1532874014791,2,0,0,0,3,29,14,"outmadkit",29,"35","f6df1e9b87bae897e9a8f25ace4f0491a7e4099a.csv"
"487",3,629707,"ud",2,3,17.9224423907352,1,0,0,0,2,29,14,"outmadkit",29,"35","f6df1e9b87bae897e9a8f25ace4f0491a7e4099a.csv"
"488",4,629698,"ud",2,1,20.0547447085082,1,0,0,0,2,29,14,"outmadkit",29,"35","f6df1e9b87bae897e9a8f25ace4f0491a7e4099a.csv"
"489",5,629644,"hl",2,1,77.4645510962988,0,25,0,0,21,29,14,"outmadkit",29,"35","f6df1e9b87bae897e9a8f25ace4f0491a7e4099a.csv"
"490",6,629403,"cd",1,14,1.83413712425156,0,0,2,2,2,29,14,"outmadkit",29,"35","f6df1e9b87bae897e9a8f25ace4f0491a7e4099a.csv"
"491",7,629396,"cd",1,16,2.11455449809435,0,0,2,7,2,29,14,"outmadkit",29,"35","f6df1e9b87bae897e9a8f25ace4f0491a7e4099a.csv"
"492",8,629418,"cd",1,5,1.79853741424036,0,0,2,1,2,29,14,"outmadkit",29,"35","f6df1e9b87bae897e9a8f25ace4f0491a7e4099a.csv"
"493",9,629410,"cd",1,15,2.4357724621273,0,0,3,2,3,29,14,"outmadkit",29,"35","f6df1e9b87bae897e9a8f25ace4f0491a7e4099a.csv"
"494",10,629433,"cd",1,10,2.59869131723004,0,0,4,1,4,29,14,"outmadkit",29,"35","f6df1e9b87bae897e9a8f25ace4f0491a7e4099a.csv"
"495",11,629425,"cd",1,8,1.84223173712074,0,0,3,1,3,29,14,"outmadkit",29,"35","f6df1e9b87bae897e9a8f25ace4f0491a7e4099a.csv"
"496",12,629449,"cd",1,11,3.20032665510579,0,0,5,1,5,29,14,"outmadkit",29,"35","f6df1e9b87bae897e9a8f25ace4f0491a7e4099a.csv"
"497",13,629442,"cd",1,4,1.32119282005521,0,0,2,1,2,29,14,"outmadkit",29,"35","f6df1e9b87bae897e9a8f25ace4f0491a7e4099a.csv"
"498",14,629467,"cd",1,13,1.12052424000623,0,0,2,2,2,29,14,"outmadkit",29,"35","f6df1e9b87bae897e9a8f25ace4f0491a7e4099a.csv"
"499",15,629459,"cd",1,7,2.40017275211611,0,0,3,1,3,29,14,"outmadkit",29,"35","f6df1e9b87bae897e9a8f25ace4f0491a7e4099a.csv"
"500",16,629481,"cd",2,3,33.9355522972614,0,0,2,1,2,29,14,"outmadkit",29,"35","f6df1e9b87bae897e9a8f25ace4f0491a7e4099a.csv"
"501",17,629474,"cd",1,2,1.11180294686542,0,0,2,1,2,29,14,"outmadkit",29,"35","f6df1e9b87bae897e9a8f25ace4f0491a7e4099a.csv"
"502",18,629503,"cd",2,9,39.3241407255312,0,0,4,1,4,29,14,"outmadkit",29,"35","f6df1e9b87bae897e9a8f25ace4f0491a7e4099a.csv"
"503",19,629488,"cd",2,1,19.6236304482208,0,0,2,1,2,29,14,"outmadkit",29,"35","f6df1e9b87bae897e9a8f25ace4f0491a7e4099a.csv"
"504",20,629495,"cd",2,6,27.276848947819,0,0,3,1,3,29,14,"outmadkit",29,"35","f6df1e9b87bae897e9a8f25ace4f0491a7e4099a.csv"
"505",21,629512,"cd",2,12,24.0963795104903,0,0,2,2,2,29,14,"outmadkit",29,"35","f6df1e9b87bae897e9a8f25ace4f0491a7e4099a.csv"
